,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM,RF3,Mkt
198211,8.6412,10.0673,12.9029,13.0892,12.2696,8.5414,8.3688,7.5825,6.9846,8.5355,10.1162,7.5549,6.1809,5.8741,7.9387,6.8111,7.8378,4.2873,5.4544,7.0052,6.9554,3.7578,2.9645,3.6501,2.222,0.576666667,5.3
198212,2.9071,3.6705,4.0918,2.3692,3.3641,0.1422,2.5833,1.0502,0.985,1.1758,0.7715,0.3235,-0.5973,-0.0335,3.1255,1.5995,0.0148,2.9722,0.5073,2.5756,0.9327,0.5753,1.0303,0.1792,5.3024,0.63,1.22
198301,20.408,11.8175,10.515,11.269,10.0705,8.4263,8.4546,3.7368,5.2078,5.3448,6.7815,3.8263,4.684,3.6583,4.3182,4.0396,3.5232,2.3674,2.7468,2.8329,2.0216,2.999,2.5084,4.256,2.9995,0.663333333,4.29
198302,3.1055,5.6626,8.6605,7.6954,9.4287,3.5545,4.6613,7.865,5.5419,5.521,4.6777,4.2384,5.484,4.7656,4.4542,4.4907,2.5697,2.54,3.569,4.5614,2.5884,3.2146,3.4975,3.415,2.7761,0.66,3.21
198303,3.6297,6.4623,7.1931,5.6041,7.6356,1.9053,3.3109,6.4424,6.3593,5.408,1.668,5.1988,4.8306,7.5345,6.6614,1.591,2.7011,4.444,5.6072,5.51,4.2844,3.1959,4.1872,4.8244,2.1733,0.646666667,3.45
198304,7.8747,7.4654,9.9284,8.3087,8.4613,8.1592,9.0847,8.8006,8.109,7.9417,5.9038,7.0182,7.5098,5.599,5.9146,4.8779,5.7081,7.1324,6.6171,6.7867,4.8599,6.4617,7.8159,7.261,5.9585,0.653333333,7.38
198305,14.889,11.7797,9.5817,10.3083,10.629,7.9566,6.4776,5.1418,3.8467,5.5603,6.6222,5.6584,2.9996,2.9841,1.7975,4.9572,5.7573,5.1595,2.342,2.0468,1.3465,1.5111,0.7788,0.6477,2.1898,0.676666667,1.21
198306,5.3846,7.1211,5.5291,3.9353,5.6389,6.1947,5.1294,2.2799,2.7431,3.1442,3.4673,6.2805,5.2393,1.1216,1.2868,7.0161,5.1119,4.2642,-1.3057,1.214,5.3192,4.6457,2.8348,0.6581,-0.4688,0.69,3.74
198307,-4.8864,-2.0643,0.1198,1.4027,1.6439,-6.9135,-4.1306,-0.8041,1.9179,1.1628,-6.1596,-2.724,2.8156,1.343,0.8221,-4.0948,-3.2761,-3.8729,-1.2094,-0.6747,-5.7658,-5.7815,-3.7086,-0.6546,-1.1737,0.7,-3.33
198308,-6.1222,-4.0369,-3.2489,-4.2461,-2.3199,-5.8624,-3.3551,-2.9053,-0.9048,1.0413,-3.5617,-4.6138,-1.725,-1.006,2.3298,-2.9442,-2.0239,0.1003,2.3974,3.9702,-1.7611,-0.537,1.0783,2.374,5.2511,0.723333333,0.26
198309,-3.817,-0.5544,-0.2624,1.3541,0.4212,1.2212,1.8024,4.128,4.4294,3.7067,1.605,4.1335,2.8858,4.6685,7.1192,3.5389,3.008,2.8692,3.3561,1.5371,1.5604,3.3104,2.2011,1.1896,1.2875,0.753333333,1.67
198310,-10.2147,-6.2489,-5.8055,-3.7187,-2.688,-10.4329,-7.2489,-4.1618,-1.873,-2.8533,-8.6018,-5.2125,-2.9066,-0.6623,-1.768,-7.1001,-2.9727,-2.5328,-1.8141,-0.6555,-5.3983,-1.5117,-0.7535,-0.8789,1.2316,0.76,-2.68
198311,2.7653,1.3089,2.2537,2.5303,2.7533,5.1888,5.6142,5.4884,5.3134,5.0206,6.3366,4.5073,5.2157,4.1637,3.8512,6.3499,3.0841,4.198,4.9596,3.9506,3.6068,3.0059,3.3796,1.6503,0.6585,0.74,2.86
198312,-5.855,-2.2427,-1.6922,0.0849,-0.0995,-2.9787,-1.3937,0.0477,0.0027,0.0685,-2.8438,-1.7104,-0.0205,-1.1941,1.5514,-3.0803,-1.4554,-2.7356,-1.7927,-0.4664,-0.5399,-0.3395,-1.9335,-1.4989,0.6082,0.73,-1.05
198401,0.324,1.6026,2.1379,2.5784,4.0497,-6.2846,-1.2333,-1.0221,0.6934,3.2154,-6.672,-4.566,-1.8949,0.6785,0.5959,-7.653,-3.7006,-1.0366,-0.179,0.5908,-5.6903,-0.2371,-0.139,-0.0258,4.0346,0.73,-1.16
198402,-7.3088,-7.2399,-5.3264,-3.4977,-4.1648,-7.6619,-6.2166,-3.8292,-2.8832,-4.0793,-7.0272,-6.8988,-4.8049,-4.3012,-2.0905,-6.0159,-5.8087,-6.0763,-3.3926,-4.5609,-4.5078,-6.7023,-5.3279,-3.5398,-1.261,0.733333333,-4.11
198403,-1.5873,0.9209,0.9795,2.1832,2.2522,-0.7643,1.5121,0.6864,1.2172,2.1465,0.2187,1.6772,2.3994,0.9145,3.691,0.6087,0.6187,2.1291,1.3884,3.9811,0.2634,3.9032,2.2344,2.4289,1.2931,0.733333333,1.36
198404,-4.6007,-3.2622,-1.2503,-1.3071,-1.3726,-2.6117,1.2883,0.5324,0.2659,-1.2413,-0.0199,1.214,-0.2048,-1.5695,0.5336,-0.8431,-0.5752,-1.3741,-3.0424,-2.1173,1.6887,-0.1566,0.3232,-1.1929,0.7392,0.75,0.3
198405,-6.387,-3.7252,-4.7966,-3.2601,-2.284,-6.3752,-5.2794,-5.4364,-3.7282,-4.292,-6.1102,-5.2775,-5.4859,-3.5907,-6.2247,-3.7922,-5.1242,-4.6551,-3.9167,-7.8968,-5.641,-4.2543,-6.5225,-4.2381,-6.14,0.773333333,-5.19
198406,0.6334,1.4467,1.9546,1.3681,0.6744,2.1824,4.5248,2.1626,2.553,0.3418,5.8654,5.3871,0.9435,1.5905,0.1569,5.406,4.5721,1.1646,1.6601,2.0405,6.2901,5.342,1.1811,-0.9646,0.8824,0.78,2.57
198407,-7.666,-5.0727,-5.8439,-2.6547,-2.2637,-5.5272,-5.6782,-1.9084,-3.5628,-3.5503,-3.9831,-3.2516,-2.5976,-2.6068,-1.4426,-3.6782,-4.5423,-2.4815,-4.7763,-0.8355,-0.2712,-2.6682,-0.8765,-2.5086,-0.9697,0.783333333,-1.92
198408,9.2615,9.2362,7.4877,6.0429,6.8842,16.2048,11.1215,10.3424,9.6368,10.5302,15.6604,13.3079,10.8106,12.0797,9.6977,12.4471,13.0043,12.4806,11.6516,10.2154,11.5648,11.0369,11.3643,12.3236,11.1348,0.8,11.11
198409,-2.1692,-0.642,-0.2495,1.962,1.7797,-5.1455,0.246,1.9156,1.5851,3.2676,-4.1388,1.9272,2.471,2.4002,2.9718,-1.5326,-1.0038,0.8113,1.5213,3.7694,-3.708,-1.878,-0.9466,1.2538,4.265,0.836666667,0.06
198410,-3.9968,-3.3552,-2.884,-2.7008,-1.8668,-3.5631,-1.3433,-0.5429,0.5619,1.0268,-1.9036,-0.3174,1.4798,-1.6634,0.9607,-1.1102,-0.0474,0.2033,-0.2615,2.0894,-0.0215,2.2054,1.3893,0.4928,0.9884,0.896666667,0.16
198411,-6.4488,-5.0684,-2.5905,-3.6142,-2.8807,-5.6342,-1.9183,-0.5126,0.2138,1.0891,-4.2511,0.1526,1.5129,1.456,1.1634,-3.9602,-0.5553,-1.4615,0.7052,2.0279,-2.9414,-0.548,-1.4276,-0.0926,2.3035,0.863333333,-1.03
198412,-0.8886,-0.7409,-0.1198,-0.3792,0.5522,2.4502,2.0478,1.6457,2.3122,2.2982,4.6537,3.5579,0.6472,1.1482,2.2966,3.6539,1.6807,2.6953,2.3583,3.2746,3.8223,2.3119,2.8784,3.0218,2.2877,0.79,2.48
198501,15.7244,14.7232,12.6346,11.3003,8.8362,16.6832,13.7284,9.9662,10.6962,8.4295,14.6836,10.556,9.7462,9.7202,8.3325,12.716,13.1852,8.2028,8.3598,7.1679,10.0076,8.7524,7.4979,7.4026,3.7171,0.673333333,8.64
198502,6.5932,7.4513,5.2812,5.6053,4.9658,2.8663,3.1915,2.4129,2.0007,1.205,1.5456,1.3035,1.583,1.4748,-0.1692,2.9894,-0.6346,1.5517,2.4867,0.8566,0.0947,3.0422,2.6979,2.1503,2.112,0.623333333,1.8
198503,-1.6514,-2.4328,-2.3673,-1.0363,0.0381,-5.4833,-3.7662,-1.0323,0.849,3.0741,-4.3606,-1.6354,-1.7552,1.2511,3.5393,-3.3269,-1.4593,1.0511,0.9426,4.073,-0.776,1.6337,1.0297,0.6606,2.204,0.616666667,-0.22
198504,-2.7688,-2.178,-1.3822,0.5935,-0.5511,-3.2522,-2.2132,-0.9133,1.8613,0.1658,-1.9389,-1.2165,-0.3638,2.4354,1.889,-1.6358,-3.2131,-0.1624,0.1788,1.1406,-2.8711,-2.0869,-0.0807,0.194,1.9747,0.64,-0.24
198505,0.8412,3.8188,1.5707,0.8656,0.5565,3.1709,3.8646,2.8985,5.3459,3.314,5.3511,5.1486,2.9593,4.5185,3.7609,5.6944,6.184,5.399,4.4602,6.7078,7.062,7.9249,8.4354,6.015,5.9375,0.666666667,5.75
198506,-1.1177,-0.8709,-0.3278,0.0461,7.2912,0.3953,1.8272,1.5264,2.1951,3.5127,1.892,1.2055,3.5421,1.6935,2.2936,1.7475,1.2342,2.2708,2.9596,1.0336,2.4817,3.1917,2.0792,0.3962,2.3454,0.643333333,1.82
198507,1.4758,2.6116,2.1865,0.9152,2.8072,3.1976,3.5841,4.8289,0.247,0.5331,1.2684,2.6824,1.4107,1.0599,1.8972,-0.3566,0.5522,0.9094,-1.6625,0.8675,-1.1992,-0.809,-0.318,-1.6912,-2.5111,0.61,-0.12
198508,-1.4466,-0.7701,-0.7497,-0.1674,-0.8381,-2.1156,-0.8273,0.7755,0.5178,0.1621,-2.4746,-0.6065,-0.0862,-0.3609,0.6889,-1.7902,-0.034,1.4268,-0.3198,0.4062,-1.1759,-0.0576,-0.4975,0.2228,0.931,0.573333333,-0.47
198509,-8.3486,-5.4919,-5.3594,-4.7458,-4.6371,-7.7082,-6.1545,-3.068,-4.3625,-5.6603,-7.3943,-4.7094,-3.5287,-3.3858,-3.3211,-5.2718,-4.119,-4.7911,-6.2564,-5.0867,-4.2905,-2.2104,-2.6846,-5.1253,-5.2043,0.59,-3.94
198510,-0.3884,0.6142,1.9811,2.4391,-0.7257,3.9521,3.6466,4.033,5.6916,2.5921,4.6187,4.3045,4.7243,2.5935,3.5597,5.4075,5.1991,4.2904,5.642,5.592,4.2789,4.7134,6.4106,6.4962,6.8551,0.6,4.67
198511,3.6744,5.0798,4.3258,3.9427,5.2154,9.742,7.0837,7.7353,7.7631,6.8862,8.3491,7.543,5.9366,6.4203,7.2618,8.6652,7.3434,8.2013,5.7298,5.276,9.5293,8.3592,7.3301,5.4478,5.0972,0.62,7.09
198512,1.5324,3.9241,3.0022,2.2067,1.0516,5.655,4.7229,4.8745,4.1236,0.7812,5.8341,4.5053,2.6948,2.6945,5.672,4.0935,4.967,2.9715,4.5147,5.3172,5.388,3.4048,4.4419,3.9862,4.6833,0.636666667,4.53
198601,5.6613,4.9976,3.96,2.8843,5.7665,1.2522,1.0143,0.8024,0.5078,1.5872,1.8705,2.2517,1.2072,2.0859,3.0647,0.6721,0.4668,1.3812,2.3278,3.9307,1.0646,1.7739,4.4449,0.8337,1.2733,0.606666667,1.21
198602,5.8043,4.3287,5.8739,6.3007,5.69,7.6758,7.5034,6.6642,8.9567,2.6292,6.7253,9.1436,8.2822,6.3656,7.0203,7.7653,9.4345,6.3513,7.5471,7.8465,9.6794,10.4226,9.4844,6.0853,8.2335,0.58,7.66
198603,3.9466,4.8191,5.4077,4.3706,6.0861,3.3458,5.2798,6.8053,5.2409,6.9964,4.3815,6.4844,5.3151,6.0029,5.5211,5.3262,5.2435,6.4006,3.9817,4.7922,6.3899,7.0391,4.9235,3.909,3.8223,0.563333333,5.48
198604,1.3188,2.8436,1.5663,2.1247,1.8286,2.156,2.1272,-0.2779,1.1646,-1.5904,2.619,1.4555,0.7193,1.5498,-0.5383,1.8715,0.0022,-1.2711,-2.1598,-5.244,-0.3522,-1.4267,-2.3387,-3.0677,-4.0127,0.55,-0.79
198605,2.4261,3.5632,3.2395,4.7984,2.7903,2.8458,3.0468,4.5518,3.6683,3.0408,5.0585,4.0302,6.1518,5.347,2.8982,6.0944,3.9347,5.7706,4.0434,4.7606,7.2699,5.9356,4.2667,5.2275,5.5284,0.536666667,5.11
198606,0.4514,-0.663,-0.8374,2.1959,1.9844,-0.477,-0.1418,2.2962,0.9189,1.5176,0.0107,-1.8183,1.5612,0.4215,2.5311,0.8519,1.0839,-0.8683,2.7297,1.2351,1.4978,1.7818,1.3909,0.9347,2.7219,0.51,1.55
198607,-9.4504,-8.2748,-7.1055,-6.0896,-7.0511,-11.4783,-9.9726,-9.1264,-4.7315,-7.4532,-9.918,-8.4049,-8.5275,-5.9293,-4.7318,-8.5623,-7.1727,-7.1453,-5.0225,-4.3468,-6.9495,-7.0799,-4.3709,-2.7711,-1.4277,0.51,-5.93
198608,-0.7633,-0.2356,1.0405,0.98,1.9149,2.2854,4.3859,3.6776,5.5659,5.4989,4.2583,3.0853,5.7244,7.1239,8.232,4.4251,6.9218,7.3219,10.3917,9.3074,3.9279,6.3709,7.3375,9.9423,10.3242,0.5,6.53
198609,-8.1817,-7.3915,-4.6951,-3.1851,-2.9562,-8.7124,-6.5206,-4.8426,-2.5011,-5.3669,-8.0218,-8.1181,-4.1728,-4.727,-5.3748,-8.9054,-5.7336,-7.1237,-7.0899,-5.858,-11.0868,-10.8197,-7.3816,-7.9982,-6.3991,0.476666667,-8.15
198610,1.8622,1.5301,2.0771,2.4858,0.9742,6.3636,4.8096,3.9036,3.0291,1.6182,5.786,2.602,1.424,2.1918,3.0042,6.0675,5.5968,5.841,6.0346,3.9316,8.1517,7.2095,5.4143,5.3866,7.3202,0.456666667,5.12
198611,-2.7115,-0.2649,-0.0211,0.4319,-0.96,0.1459,0.8407,-0.2874,-1.9427,-0.1679,-0.2243,0.5928,-1.4127,1.5197,0.0027,0.9325,1.7426,1.7587,-0.9055,0.6126,1.8105,1.9556,1.2705,1.9191,1.1995,0.433333333,1.56
198612,-6.1846,-3.2092,-3.3499,-2.4463,-3.1099,-3.0983,-2.6742,-2.4448,-3.4108,0.6903,-2.3639,-2.2033,-3.7835,-2.2485,-1.1797,-4.4336,-2.9199,-2.4554,-1.9441,-3.3038,-2.5571,-3.0664,-4.1751,-3.4659,-2.6824,0.446666667,-2.78
198701,11.5417,10.5273,11.8026,11.4004,11.6885,12.6584,12.2649,11.1906,9.9156,11.3128,13.1923,12.831,9.2165,9.8681,9.5926,13.9137,13.779,10.8893,12.2323,10.7053,14.4667,15.0152,11.3131,11.2808,11.1609,0.433333333,12.89
198702,10.867,8.8023,6.7396,7.1875,7.3294,9.5364,8.5261,5.8641,6.1154,5.5951,9.8004,7.4593,4.8121,4.4917,4.2461,7.6785,6.7445,6.7921,3.8045,2.7608,8.4773,7.5284,5.5624,0.3564,-1.2248,0.446666667,4.82
198703,3.6756,5.2652,3.4826,4.2555,6.4437,0.2425,3.4448,1.4437,3.2479,3.4226,0.0711,2.798,1.0257,2.2929,3.2846,1.5941,1.1448,1.2998,1.6286,-0.9537,0.5256,1.7084,-0.068,1.2571,3.4514,0.44,2.11
198704,-2.6516,-1.5921,-1.245,0.3239,0.6335,-4.393,-2.4177,-3.0582,-3.8146,-4.8751,-3.265,-2.2015,-4.92,-2.6804,-3.158,-3.9277,-2.3164,-2.4036,-1.9028,-1.6315,-3.1028,-2.2517,-2.9116,-0.7874,-2.8181,0.446666667,-1.67
198705,0.0638,-1.1085,0.6914,0.1212,4.1441,-1.0705,-0.0203,0.405,0.289,1.0336,0.7564,-0.6841,-0.4762,-0.0302,-0.6024,1.7144,0.85,-0.3056,-0.5776,0.6339,2.3946,-0.4147,-0.5976,0.7951,-0.1924,0.43,0.49
198706,1.4466,2.6361,1.9769,3.3043,3.1179,2.475,3.1384,3.5715,2.3253,3.8298,2.9014,3.1585,5.2522,5.101,2.657,4.7366,3.4346,5.1366,4.065,3.6284,5.4386,6.0046,5.7326,5.0036,5.2622,0.433333333,4.42
198707,1.7631,2.3736,3.0806,4.1696,7.0765,2.548,2.5479,3.6399,3.7006,5.3071,2.666,4.2157,3.6818,3.7442,6.7864,3.7985,4.7382,4.5068,4.2883,4.8391,6.0182,4.0334,5.5923,3.576,2.4193,0.44,4.31
198708,-0.0902,0.6559,1.1778,2.1025,0.9944,3.0189,3.5244,4.1298,2.6426,4.0388,4.3269,4.206,4.6705,4.1874,1.4426,5.0042,4.1059,3.4996,3.66,2.2386,4.1075,3.8528,4.271,4.0678,2.0842,0.47,3.99
198709,-2.4306,-0.3412,-0.4185,0.4146,-1.035,-2.2679,-2.5311,-0.8441,-0.6711,-2.7484,-3.0415,-2.7008,-1.9675,-2.3163,-0.9992,-2.6809,-1.5202,-2.4063,-1.6643,0.4403,-3.0094,-2.9294,0.4019,-2.4784,-1.6143,0.46,-2.14
198710,-32.7049,-29.7746,-27.9946,-27.5024,-26.5183,-33.0167,-31.7157,-28.3006,-24.774,-28.8679,-30.0989,-29.8922,-24.666,-22.2307,-25.1346,-25.7396,-28.7692,-25.4582,-17.8118,-23.2379,-22.2246,-24.7488,-22.2184,-16.4201,-17.8979,0.506666667,-22.64
198711,-7.8668,-5.0336,-5.758,-5.1036,-4.225,-7.9022,-5.5018,-4.0091,-3.2085,-2.3249,-6.4996,-3.1341,-3.5943,-3.2616,-4.0722,-5.5945,-5.7954,-6.4771,-4.9079,-2.6284,-9.7494,-7.4766,-7.0811,-5.635,-6.3858,0.466666667,-7.42
198712,-0.09,2.0504,2.3508,1.6255,1.2045,11.2885,9.3908,7.669,6.525,4.1702,13.5853,10.3849,7.308,4.7372,6.2303,11.7764,11.1246,10.037,4.5039,2.2832,10.0241,9.859,9.49,3.8256,5.468,0.446666667,7.2
198801,10.4842,10.2594,8.0048,6.2841,8.5881,2.8541,4.1381,5.9511,4.6791,9.0953,1.5483,3.6067,4.8301,8.1478,7.7628,1.2345,5.4812,4.3526,6.1479,7.383,3.352,6.1704,6.8566,8.2817,7.7112,0.343333333,4.5
198802,5.5166,7.2687,6.5507,7.2158,6.0906,8.6673,12.2378,8.9242,8.3528,8.238,9.5386,8.9901,7.1011,8.3885,6.2792,9.6066,10.308,6.7644,5.4945,5.803,6.2789,6.7709,5.5077,1.7824,2.3019,0.38,5.21
198803,4.4562,4.6774,5.7172,5.5453,5.1534,2.2976,6.2668,3.5597,3.5306,5.0315,3.3589,1.5395,0.8388,0.6613,0.4207,-0.7691,1.4303,0.005,0.1987,2.5428,-3.8368,-1.2841,-3.9125,-3.2108,-1.3018,0.396666667,-1.83
198804,0.7184,1.1582,3.2272,0.6761,3.0253,1.7987,4.0468,2.6279,2.0673,1.8457,-0.4488,-0.2857,1.4279,0.7872,2.3923,-0.2069,0.3736,1.0339,-1.3272,-0.3775,-0.7121,0.4188,1.1186,0.8042,0.926,0.453333333,1.02
198805,-3.3698,-2.3781,-0.6916,-2.0088,0.0716,-4.8863,-2.0316,-2.8518,-1.6659,-2.4666,-1.5571,-2.3034,-1.3158,1.1841,0.8715,-1.0827,-0.7947,-0.9435,2.6929,0.687,-0.8194,-0.1541,-0.5296,3.0075,3.1073,0.47,0.22
198806,4.436,5.3823,5.4456,4.8797,3.7636,7.5076,11.1153,7.7828,5.8957,7.8519,7.2357,7.7237,5.8573,6.1588,6.4333,7.5426,6.9642,7.6295,4.516,10.7585,5.6603,4.8758,6.5077,4.0806,4.3103,0.486666667,5.28
198807,0.1802,1.0582,-0.0366,0.9827,-0.0039,-2.1474,-2.0842,-0.3295,0.8286,0.4279,-4.1797,-1.5453,-1.0832,-0.0976,-0.0737,-2.9635,-3.695,-0.1855,-1.5328,0.601,-1.554,-1.3243,-0.6719,0.0417,-0.2283,0.503333333,-0.74
198808,-3.3984,-2.2128,-1.8799,-1.0539,-1.2425,-4.1319,-4.3644,-1.8863,-0.3949,-2.0215,-4.353,-2.4297,-2.1374,-0.0185,-0.8795,-3.8311,-3.2424,-0.6754,-0.0066,1.92,-2.9387,-3.6411,-2.4276,-0.5611,-1.7907,0.53,-2.72
198809,1.4687,1.8915,1.6878,1.6424,2.3328,3.5754,2.8337,2.8041,2.9627,2.841,3.256,2.5571,2.8092,1.5849,3.9272,4.7488,1.009,4.6651,2.2437,4.8487,5.1572,5.9228,4.1647,3.877,5.2472,0.573333333,3.92
198810,-4.0867,-1.8854,-1.1544,-1.9902,-1.2407,-2.2955,-0.3211,0.2738,0.1051,-1.196,-1.8186,0.0619,1.1694,1.208,2.9521,-1.9169,0.8058,0.5689,1.399,2.8633,1.559,3.1712,2.1087,1.9342,2.8043,0.606666667,1.76
198811,-5.9878,-5.5034,-3.6709,-3.8203,-4.2583,-4.4625,-3.287,-2.6957,-3.7226,-1.3329,-3.3544,-2.135,-3.6421,-0.2414,-1.7657,-1.5192,-2.6161,-2.9517,-1.9487,-0.9977,-2.6609,-2.7503,-2.3309,-1.5191,-0.2732,0.6,-1.72
198812,0.7812,2.4213,2.4464,5.0558,1.3725,5.1096,5.0349,4.2428,4.6865,3.7359,4.4464,3.8221,3.3896,2.4786,2.8102,3.101,3.428,1.7652,1.9491,-0.2167,3.0769,2.6382,1.9367,0.4604,0.2498,0.603333333,2.12
198901,6.7316,10.1256,5.4935,4.7561,8.0369,3.9719,5.3448,4.5787,4.2331,6.8057,4.0547,4.8683,4.874,4.3812,5.1396,5.201,5.6719,5.6891,6.2053,7.9422,7.8661,6.6107,5.4764,6.1994,8.2959,0.583333333,6.65
198902,0.3861,1.6898,1.4159,0.8378,0.3458,1.1851,1.9277,1.2188,0.4753,1.5652,-0.0442,0.4821,0.4081,1.1697,0.236,-0.1656,-0.0275,-0.8068,0.2942,0.984,-3.072,-1.8766,-1.6358,-0.6943,-1.7679,0.596666667,-1.64
198903,0.029,2.6679,3.6882,2.4536,2.5498,1.7614,1.9442,2.1543,1.6807,3.0061,2.1766,1.2646,1.62,3.4765,2.506,-1.0128,1.3418,3.0799,1.0071,2.4073,2.8729,1.6635,3.9133,2.9344,1.5869,0.61,2.24
198904,1.7728,3.8557,3.0307,2.7428,3.4186,3.8013,5.2017,4.2476,2.8519,5.5235,5.4595,5.5467,4.6052,4.216,3.1617,6.7986,5.0856,4.3762,5.1755,4.9406,5.9952,4.7694,5.1085,4.1367,4.2359,0.65,5
198905,1.56,3.4528,1.7968,2.5273,4.5096,4.2436,3.4793,3.9287,3.2244,3.3478,5.1331,5.0617,3.5751,4.202,4.0881,5.1167,2.8947,3.1347,4.7805,6.0299,4.4001,4.2735,5.4317,4.2256,3.951,0.71,4.14
198906,-3.2045,-1.852,-1.9703,1.3219,0.3915,-4.6782,-2.4515,-0.7284,-0.7422,-1.8151,-2.9763,-0.7655,-1.7994,0.4884,2.5111,-2.4118,-1.8135,0.4691,1.7193,3.1406,0.0492,-0.9289,-1.5523,0.083,1.006,0.723333333,-0.64
198907,0.8896,3.8289,2.2589,2.7578,0.4829,5.7147,5.3514,3.1525,3.364,4.0325,5.0857,5.1428,3.7847,4.8517,3.95,7.5366,8.9195,5.8905,5.2735,6.4632,10.7413,9.9116,7.3582,7.4548,7.4301,0.733333333,7.9
198908,1.2407,-0.2439,0.7976,1.7399,1.2749,3.9139,2.9806,3.2381,3.608,2.2162,2.603,2.6972,4.8536,3.4257,2.0546,4.0967,4.0094,3.3156,3.5916,1.9373,0.6392,3.2963,3.9906,2.0808,2.3395,0.716666667,2.18
198909,1.0706,-0.0228,-0.662,1.4917,0.326,1.6987,-0.1855,0.7419,0.4617,-1.1538,1.2532,-1.1972,-0.7944,-0.5269,-1.0838,0.4069,-2.5767,-3.2923,-0.9537,0.3317,1.0927,-1.3153,-0.4556,0.532,-0.3117,0.696666667,-0.11
198910,-3.5489,-6.0769,-4.9045,-4.163,-5.3838,-5.3362,-7.2562,-5.0407,-6.2733,-7.369,-4.399,-6.2577,-6.0618,-5.188,-4.6106,-2.8003,-3.3674,-8.092,-2.8952,-4.5879,-1.1623,-3.9844,-5.2042,-3.8455,-0.712,0.69,-2.99
198911,-2.5108,-1.3748,-0.6389,-1.1788,-3.7062,0.2269,1.6044,0.3499,1.1479,-1.3083,1.963,1.2714,-0.0954,0.5681,1.7869,1.6017,2.6174,-0.0351,0.0085,-0.0898,1.4493,2.1244,1.8219,0.4265,0.8351,0.673333333,1.72
198912,-2.829,-1.1388,-1.9551,-1.1942,-2.3034,0.7359,-0.8549,1.1016,0.3711,-0.4475,0.2415,0.4774,-1.3793,1.358,-0.6403,2.4936,2.1871,0.9571,1.1854,3.8846,0.8602,1.1229,3.2402,2.7048,1.4736,0.66,1.77
199001,-5.1883,-5.7078,-2.8171,-4.1057,-3.0007,-9.3258,-9.4273,-6.8702,-8.7126,-8.8174,-9.9645,-9.8053,-7.7623,-7.5316,-8.378,-6.9703,-5.8649,-7.8553,-8.9636,-10.5339,-7.2133,-6.7405,-6.9838,-7.9366,-6.828,0.623333333,-7.28
199002,1.5222,1.2179,1.7069,2.6827,1.9697,3.5986,3.7668,2.6138,4.1134,2.2147,3.6264,4.4274,1.8041,1.6745,2.889,1.4931,1.6334,1.754,1.215,4.1774,0.2965,1.472,2.9515,1.5045,1.2016,0.583333333,1.68
199003,3.4356,3.5559,2.8556,3.7489,1.8766,4.9096,4.1278,5.3829,3.3648,2.5227,5.5189,2.3273,3.0964,1.7656,0.4263,3.9357,4.0051,2.1142,1.9253,-0.2329,3.5348,3.9126,0.4123,-0.2457,0.4068,0.593333333,2.47
199004,-0.2347,-1.6563,-1.1228,-1.8307,-2.6804,-3.6938,-3.9308,-2.0073,-3.0921,-6.9525,-3.0852,-2.1266,-3.3444,-5.5069,-5.9428,-3.3601,-4.3694,-6.4167,-5.8768,-6.0973,-1.1979,-2.2499,-4.6309,-4.6607,-4.7954,0.633333333,-2.67
199005,6.3157,4.6813,4.0821,4.439,1.1579,9.9331,7.684,5.2047,4.5714,3.3829,8.5163,7.8964,7.255,4.5124,6.1385,11.3413,8.5614,9.9285,7.0625,8.3656,11.6162,10.9781,8.3597,6.704,7.951,0.67,9.1
199006,2.1324,2.8331,2.5225,0.0359,-0.1539,0.0335,1.0975,-0.218,-0.259,-1.1938,1.7923,1.2364,-0.6712,-1.6301,0.085,-0.3349,-1.7572,-1.9096,-1.9422,0.2281,2.215,-2.1547,-3.0669,-3.1631,-0.2879,0.666666667,-0.46
199007,-2.9387,-4.6186,-3.3989,-1.8167,-2.0959,-5.1741,-4.1316,-4.5824,-2.3784,-4.6696,-4.377,-1.9306,-3.4988,-4.5716,-5.2601,-1.5365,-1.7164,-3.5097,-2.1114,-2.301,-2.0018,-1.6654,-0.2207,-0.7246,-2.7153,0.663333333,-1.22
199008,-15.3742,-13.3609,-10.3037,-10.0549,-9.8921,-15.0524,-13.7681,-12.7844,-10.5198,-11.24,-14.229,-13.9349,-12.1437,-8.6117,-10.929,-10.0161,-12.0183,-10.9222,-9.0214,-9.9225,-9.0123,-10.0963,-7.8613,-10.2447,-9.3116,0.656666667,-9.49
199009,-9.222,-7.8929,-6.4237,-7.5691,-6.4165,-11.2138,-9.4584,-9.2264,-7.8146,-8.0494,-10.6355,-7.7847,-8.3262,-8.6494,-9.305,-5.6515,-7.8794,-9.6415,-6.7688,-7.2669,-6.2299,-5.4393,-5.6816,-6.7761,-6.7418,0.646666667,-5.52
