date,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth,Utils,Other,Mkt-RF,Mkt,RF,TB3MS
196307,-0.78,-0.08,-1.37,3.39,-2.47,-1.8,0.02,0.6,0.66,-1.06,-0.39,-0.12,0.27,3.18
196308,3.56,4.18,4.13,7.32,2.91,7.57,3.49,7.28,3.86,4.39,5.07,5.32,0.25,3.32
196309,-0.75,-2.69,-1.22,0.46,0.37,-2.94,-1.05,-1.33,-1.93,-1.48,-1.57,-1.3,0.27,3.38
196310,2.39,2.54,0.88,-0.86,4.43,4.89,0.73,3.8,-0.79,0.95,2.53,2.82,0.29,3.45
196311,-2.01,-2.11,-0.98,0.87,-3,0.14,-3.21,-1.55,-0.99,-1.96,-0.85,-0.58,0.27,3.52
196312,-0.31,-2.19,-0.44,1.57,-3.52,-1.33,-2.07,-0.45,1.8,0.66,1.83,2.12,0.29,3.52
196401,3.27,4.35,3.95,4.59,2.3,2.46,2.69,3.66,1.34,2.92,2.24,2.54,0.3,3.52
196402,1.9,2.07,2.77,1.19,0.92,3.11,2.25,0.97,1.08,5.13,1.54,1.8,0.26,3.53
196403,1.21,1.17,4.83,0.59,2.04,3.78,2.44,-1.4,-0.42,3.47,1.41,1.72,0.31,3.54
196404,0.76,1.88,-0.89,4.37,-1.96,0.35,1.1,-1.47,0.85,-0.25,0.1,0.39,0.29,3.47
196405,0.51,-0.95,1.02,2.6,-1.81,4.52,0.38,0,1.58,0.97,1.42,1.68,0.26,3.48
196406,2.07,0.38,1.02,1.46,0.49,1.01,2.7,-0.27,1.45,-0.44,1.27,1.57,0.3,3.48
196407,2.56,3.35,3.18,4.16,1.62,1.17,3.03,4.83,4.33,2.41,1.74,2.04,0.3,3.46
196408,-0.2,-1.47,-0.43,0.63,-1.83,-0.89,0.07,-2.43,0.52,-1.36,-1.44,-1.16,0.28,3.5
196409,2.93,4.14,3.69,1.66,4.61,3.06,4.17,5.24,1.93,5.41,2.69,2.97,0.28,3.53
196410,1.68,2.39,1.85,1.95,0.83,3.15,2.56,2.29,0.84,2.57,0.59,0.88,0.29,3.57
196411,0.13,-0.56,-0.46,-0.37,-1.9,1.01,2.23,2.05,1.82,-0.76,0,0.29,0.29,3.64
196412,-0.99,-1.91,-1.79,-1.29,-0.72,0.16,-2.13,3.48,0.47,-1.66,0.03,0.34,0.31,3.84
196501,7.82,7.24,7.48,6.99,10.62,3.81,8.66,7.71,3.89,6.06,3.54,3.82,0.28,3.81
196502,4.22,2.76,3.77,1.08,2.98,6.33,3.15,2.05,1.25,3.94,0.44,0.74,0.3,3.93
196503,0.67,3.77,1.63,1.51,1.94,0.9,2,0.68,-0.71,1.04,-1.34,-0.98,0.36,3.93
196504,3.49,5.92,4.73,6,6.07,2.88,4.19,2.98,0.54,2.75,3.11,3.42,0.31,3.93
196505,0.02,1.99,-0.74,-2.29,-0.04,1.66,0.26,-1.48,-1.32,-1.62,-0.77,-0.46,0.31,3.89
196506,-7.5,-8.68,-8.7,-7.63,-10.71,-8.5,-9.4,-6.35,-4.05,-8.05,-5.51,-5.16,0.35,3.8
196507,2.18,2.72,3.46,2.26,5.21,2.76,1.46,4.36,1.24,3.07,1.43,1.74,0.31,3.84
196508,3.62,4.12,4.06,1.58,9.11,6.13,3.53,6.66,1.79,4.35,2.73,3.06,0.33,3.84
196509,0.05,6.77,3.4,1.91,5.8,3.62,2.35,3.21,0.87,1.84,2.86,3.17,0.31,3.92
196510,4.06,10.31,6.6,6.98,9.49,2.11,4.22,4.25,1.04,5.86,2.6,2.91,0.31,4.03
196511,1.92,7.26,5.07,3.57,14.42,5.08,2.8,4.46,-0.73,5.12,-0.03,0.32,0.35,4.09
196512,3.88,2.56,4.9,4.06,2.65,7.75,3.81,4.91,-0.17,6.42,1.01,1.34,0.33,4.38
196601,6.28,9.85,7.03,8.83,7.04,-0.04,4.85,4.41,-2.09,7.58,0.72,1.1,0.38,4.59
196602,2.02,6.8,3.26,3.39,7.38,0.03,2.11,-0.27,-3.54,3.4,-1.21,-0.86,0.35,4.65
196603,-2.33,0.3,-1.04,0.2,-1.5,-3.34,-1.34,-1.56,-0.72,0.52,-2.51,-2.13,0.38,4.59
196604,1.61,5.84,5.49,4.3,11.6,3.05,4.13,4.7,0.22,4.3,2.14,2.48,0.34,4.62
196605,-7.8,-11.52,-9.23,-6.59,-14.21,-5.98,-7.47,-7.02,-2.69,-9.28,-5.66,-5.25,0.41,4.64
196606,-0.93,-1.18,-0.61,-0.72,2.46,-0.45,-0.62,1.95,-1.96,-0.89,-1.44,-1.06,0.38,4.5
196607,-1.61,-1.98,-1.62,-0.82,-2.22,-1.87,-1.96,-1.44,-0.19,-1.78,-1.63,-1.28,0.35,4.8
196608,-10.64,-10.37,-9.85,-10,-8.68,-9.91,-9.31,-9.49,-7.72,-11.87,-7.91,-7.5,0.41,4.96
196609,-1.8,-3.5,-2.4,0.59,-3.99,-1.92,-1.43,-1.84,3.47,-2.28,-1.06,-0.66,0.4,5.37
196610,-1.18,-4.23,-0.72,0.8,-9.07,5.34,-3.18,2.16,8.67,-2.55,3.86,4.31,0.45,5.35
196611,1.12,1.18,3.39,5.74,12.83,8.07,1.77,7.52,-1.85,7.29,1.4,1.8,0.4,5.32
196612,-1.08,0.5,2.78,1.64,4.39,7.12,0.73,1.94,1.76,0.68,0.13,0.53,0.4,4.96
196701,16.74,22.03,18.5,11.25,24.2,13.85,15.31,10.14,4.79,20.07,8.15,8.58,0.43,4.72
196702,4.98,5.35,4.17,3.08,5.24,5.88,6.43,2.86,-1.16,4.61,0.78,1.14,0.36,4.56
196703,4.86,3.57,7.13,6.68,7.67,7.94,3.95,8.58,1.39,6.66,3.99,4.38,0.39,4.26
196704,4.09,5.29,4.32,2.66,6.69,3.83,6.12,5.28,1.86,2.42,3.89,4.21,0.32,3.84
196705,-0.56,-2.02,-0.62,0.93,-2.29,-4.9,0.27,-4.43,-3.44,0.57,-4.33,-4,0.33,3.6
196706,6.74,9.65,9.2,8.91,14.74,5.9,9.26,6.25,-1.13,7.84,2.41,2.68,0.27,3.54
196707,8.85,10.66,7.98,11.38,5.38,2.13,8.26,5.17,2.78,11.48,4.58,4.89,0.31,4.21
196708,2.14,2.04,0.09,0.34,-2.7,-0.65,2.05,2.24,0.08,1.35,-0.89,-0.58,0.31,4.27
196709,7.34,8.27,5.04,8.99,9.92,3.07,9.7,6.41,0.07,4.97,3.11,3.43,0.32,4.42
196710,-1.07,-2.17,-3.57,0.52,-1.13,-8.53,0.49,-5.9,-4.46,-1.36,-3.09,-2.7,0.39,4.56
196711,-0.02,-1.85,-0.36,1.68,0.02,-0.48,0.53,1.5,1.92,0.15,0.37,0.73,0.36,4.73
196712,6.92,9.43,9,7.84,10.8,2.22,8.22,1.75,2.78,9.18,3.05,3.38,0.33,4.97
196801,3.45,1.61,0.65,2.33,-3.99,0.38,6.21,-5.26,2.29,6.09,-4.06,-3.66,0.4,5
196802,-4.48,-7.1,-6.42,-6.59,-9.3,-4.62,-3.93,-5.4,-0.96,-4.58,-3.75,-3.36,0.39,4.98
196803,0.11,-0.88,-1.9,1.84,-1.14,-0.96,0.64,-0.16,-3.35,-1.32,0.2,0.58,0.38,5.17
196804,16.14,16.69,14.26,12.44,17.47,12.01,15.66,11,2.96,14.48,9.05,9.48,0.43,5.38
196805,10.66,9.69,8.44,8.57,9.27,8.31,13.61,5.75,0.74,11.22,2.28,2.73,0.45,5.66
196806,2.54,-0.5,0.85,2.18,-2.51,3.48,1.31,1.01,8.56,2.42,0.69,1.12,0.43,5.52
196807,-2.2,-3.69,-3.55,0.43,-6.92,-5.86,-3.15,-3.75,0.48,-0.92,-2.72,-2.24,0.48,5.31
196808,4.03,3.63,3.9,3.19,1.92,5.89,5.17,2.11,-0.76,4.31,1.34,1.76,0.42,5.09
196809,6.85,9.98,6.18,7.27,6.25,8.21,8.04,1.59,0.46,9.67,4.03,4.46,0.43,5.19
196810,1.19,1.21,0.48,-0.1,-2.95,1.47,3.97,-0.47,1.4,0.77,0.42,0.86,0.44,5.35
196811,5.78,7,6.86,8.08,8.03,6.72,7.01,8.47,8.52,8.07,5.43,5.85,0.42,5.45
196812,0.45,0.23,0.77,4.88,-0.12,-4.43,0.66,-0.64,-3.02,0.64,-3.94,-3.51,0.43,5.96
196901,-0.62,-1.14,-0.62,0.83,-2.36,-2.44,-1.2,-0.49,2.28,0.91,-1.25,-0.72,0.53,6.14
196902,-8.88,-8.23,-8.67,-10.57,-10.46,-8.53,-8.43,-6.11,-4.37,-8.9,-5.84,-5.38,0.46,6.12
196903,0.29,3.67,2.39,6.69,0.91,0.59,2.39,3.64,-1.62,2.02,2.64,3.1,0.46,6.02
196904,-0.6,1.15,-1.06,0.29,1,3.34,1.01,3.92,0.97,2.09,1.46,1.99,0.53,6.11
196905,0.2,-0.1,-0.37,8.7,-0.85,3.31,1.43,2.46,-0.2,-0.52,-0.1,0.38,0.48,6.04
196906,-10.86,-11.43,-11.5,-11.21,-12.85,-8.83,-11.8,-8.09,-5.82,-12.91,-7.18,-6.67,0.51,6.44
196907,-9.69,-9.67,-9.33,-10.24,-12.01,-10.85,-11,-4.04,-3.1,-10.45,-7,-6.47,0.53,7
196908,3.84,4.89,4.44,6.62,6.6,3.89,7.24,10.44,-1.06,7.16,4.68,5.18,0.5,6.98
196909,-2.78,-3.2,-2.35,-8.8,-2.35,-1.95,-1.24,1.84,-3.72,-1.36,-2.98,-2.36,0.62,7.09
196910,8.79,10.61,8.72,3.33,16.93,13.61,10.2,11.13,7.48,7.84,5.06,5.66,0.6,7
196911,-5.6,-7.24,-5.7,-5.23,-5.25,-1.48,-5.07,-1.41,-4.3,-6.97,-3.79,-3.27,0.52,7.24
196912,-6.82,-10,-6.02,-7.64,-7.95,-1.96,-7.06,0.61,-1.41,-8.97,-2.63,-1.99,0.64,7.82
197001,-2.68,-4.52,-3.15,-3.53,-5.55,-7.74,-4.48,-4.11,-2.95,-5.1,-8.1,-7.5,0.6,7.87
197002,3.55,-0.61,3.76,5.23,3.32,7.22,2.47,4.13,6.83,6.91,5.13,5.75,0.62,7.13
197003,-1.5,-0.96,-1.64,-4.67,-6.6,-3.94,-3.47,-4.91,3.22,-2.6,-1.06,-0.49,0.57,6.63
197004,-13.52,-18.55,-15.33,-18.39,-21.51,-14.99,-16.94,-17.07,-6.51,-18.19,-11,-10.5,0.5,6.51
197005,-9.07,-9.36,-9.32,-3.16,-10.57,-8.32,-10.88,-10.36,-5.46,-9.42,-6.92,-6.39,0.53,6.84
197006,-6.71,-9.23,-7.92,-5.97,-11.3,-4.27,-6.61,-5.75,-3.98,-8.24,-5.79,-5.21,0.58,6.68
197007,5.76,8.37,4.8,16.29,-0.32,8.7,6.73,4.16,7.18,6.02,6.93,7.45,0.52,6.45
197008,5.03,8.67,5.96,8.64,8.13,4.5,4.85,4.87,3.98,7.23,4.49,5.02,0.53,6.41
197009,13.24,13.7,12.04,11.48,21.7,10.54,13.75,12.19,0.77,13.43,4.18,4.72,0.54,6.12
197010,-3.61,-7.41,-6.81,-0.93,-13.46,-3.66,-5.05,-4.42,-0.58,-6.66,-2.28,-1.82,0.46,5.91
197011,0.19,-0.16,-0.57,2.27,-3.6,2.23,0.01,-0.25,8.79,0.2,4.59,5.05,0.46,5.28
197012,12.11,9,8.76,2.21,4.74,6.67,10.93,9.09,6.75,6.9,5.72,6.14,0.42,4.87
197101,13.85,13.99,13.54,8.72,18.91,10.31,15.02,8.44,4.81,16.1,4.84,5.22,0.38,4.44
197102,9.47,5.52,4.21,3.6,5.03,1.98,5.81,6.85,-1.98,3.94,1.41,1.74,0.33,3.7
197103,4.09,5.15,4.62,2.65,9.64,7.78,8.99,4.64,1.74,6.08,4.13,4.43,0.3,3.38
197104,0.79,5.09,3.48,3.08,3.35,3.06,1.74,4.08,-2.47,3.72,3.15,3.43,0.28,3.86
197105,-4.79,-5.48,-5.14,-5.74,-6.14,-3.55,-4.76,-0.49,-3.48,-5.79,-3.98,-3.69,0.29,4.14
197106,-3.14,-0.06,-2.65,-0.43,-3.54,-0.64,-1.26,-0.5,2.44,-1.64,-0.1,0.27,0.37,4.75
197107,-5.56,-7.53,-5.55,-2.8,-9.61,-4.11,-5.52,-6.1,-0.93,-5.78,-4.5,-4.1,0.4,5.4
197108,3.32,8.18,5.37,0.63,5.48,1.93,2.59,4.7,-1.17,5.12,3.79,4.26,0.47,4.94
197109,0.91,0.91,-1.48,-1.61,-3.33,0.84,0.33,1.45,-1.52,-0.04,-0.85,-0.48,0.37,4.69
197110,-5.72,-5.91,-6.53,-8.38,-8,-5.45,-5.39,-4.85,1.8,-6.31,-4.42,-4.05,0.37,4.46
197111,-3.92,-2.89,-3.76,-1.9,-2.9,0.29,-3.56,-2.89,-1.06,-3.99,-0.46,-0.09,0.37,4.22
197112,12.12,12.95,11.5,11.63,15.79,13.86,13.08,12.11,7.22,11.27,8.71,9.08,0.37,4.01
197201,9.35,14.43,10.85,7.99,19.26,6.94,8.97,6.67,1.01,11.6,2.49,2.78,0.29,3.38
197202,3.65,4.93,4.68,6.22,5.72,7.65,6.09,7.85,-2.23,2.58,2.87,3.12,0.25,3.2
197203,-1.03,0.47,0.34,-3.54,0.12,0.36,-0.01,0.44,-0.03,0.27,0.63,0.9,0.27,3.73
197204,-0.71,3.73,1.44,-1.41,0.5,-1.64,-1.25,-0.61,-2.31,-0.2,0.29,0.58,0.29,3.71
197205,-2.41,-1.55,-1.93,-0.89,-1.83,1.55,-3,0.27,-0.52,-2.45,1.25,1.55,0.3,3.69
197206,-3.15,-2.82,-2.71,-2.79,-3.24,-4,-6.58,-1.18,-1.36,-3.91,-2.43,-2.14,0.29,3.91
197207,-3.46,-3.64,-1.86,-2.19,-2.95,0.05,-6.53,-1.96,0.36,-4.15,-0.8,-0.49,0.31,3.98
197208,-0.97,-0.36,1.57,9.33,0.31,3.52,-0.87,3.8,4.6,0.8,3.26,3.55,0.29,4.02
197209,-3.64,-4.21,-2.82,-2.96,-4.08,-2.6,-3.88,-3.67,0.2,-3.4,-1.14,-0.8,0.34,4.66
197210,-0.66,-1.79,-2.36,0.89,-2.34,0.53,-2.94,-4.44,5.82,-2.1,0.52,0.92,0.4,4.74
197211,5.89,4.01,5.29,7.6,2.58,5.35,7.27,-0.4,6.68,4.36,4.6,4.97,0.37,4.78
197212,-3.01,-1.54,-1.73,0.79,-2.38,-4.37,-2.92,-0.09,-0.87,-2.97,0.62,0.99,0.37,5.07
197301,-4.64,-7.94,-3.07,5.07,-3.37,-7.27,-5.99,-8.1,-2.95,-4.63,-3.29,-2.85,0.44,5.41
197302,-7.19,-9.09,-6.65,-9.99,-9.18,-9.38,-9.59,-7.34,-1.85,-7.11,-4.85,-4.44,0.41,5.6
197303,-3.47,-3.36,-1.65,-1.3,-3.67,-2.37,-5.79,-3.02,-1.4,-2.12,-1.3,-0.84,0.46,6.09
197304,-8.3,-8.62,-5.9,-4.57,-8.69,-6.86,-9.29,-10,-0.66,-8.54,-5.68,-5.16,0.52,6.26
197305,-8.6,-10.27,-7.69,-9.09,-10.37,-5.62,-9.99,-8.81,-0.69,-8.84,-2.94,-2.43,0.51,6.36
197306,-5.14,-4.37,-2.77,-1.57,-2.92,-1.53,-4.85,-4.27,-1.79,-2.85,-1.56,-1.05,0.51,7.19
197307,10.91,14.31,11.64,8.52,17.12,7.01,12.09,14.64,-1.24,9.82,5.05,5.69,0.64,8.01
197308,-5.27,-7.09,-3.46,-3.55,-6.04,-6.24,-4.86,-6.19,-1.99,-4.34,-3.82,-3.12,0.7,8.67
197309,6.19,7.31,8.02,16.64,12.03,3.68,6.13,8.52,6.25,5.91,4.75,5.43,0.68,8.29
197310,-1.46,-3.94,0.6,14.26,1.78,-5.02,-1.44,0.75,-2.3,-1.26,-0.83,-0.18,0.65,7.22
197311,-18.24,-23.62,-18.65,-6.43,-21.95,-18.21,-20.72,-15.78,-9.64,-16.28,-12.75,-12.19,0.56,7.83
197312,-5.88,-6.33,-3.96,6.37,-4.82,-3.81,-5.94,-5.26,2.11,-4.13,0.61,1.25,0.64,7.45
197401,15.13,15.99,14.95,4.24,14.89,14.19,14.21,9.53,5.85,12.69,-0.17,0.46,0.63,7.77
197402,1.91,1.59,1.29,-2.1,-1.1,-1.91,0.7,-0.81,1.07,0.77,-0.47,0.11,0.58,7.12
197403,0.83,2.67,2.29,-1.78,0.65,-1.38,2.77,-0.62,-2.61,0.4,-2.81,-2.25,0.56,7.96
197404,-4.79,-5.55,-3.33,-7.03,-5.7,-8.62,-4.96,-5.51,-9.23,-5.86,-5.29,-4.54,0.75,8.33
197405,-6.12,-6.43,-5.66,-11.3,-7.08,-6.25,-6.22,-5.97,-6.34,-7.89,-4.68,-3.93,0.75,8.23
197406,-2.06,-3.96,-1.16,-0.6,-4.45,-3.16,-3.5,-3.09,-4.21,-3.83,-2.83,-2.23,0.6,7.9
197407,-5.15,-7.17,-4.03,-4.33,-7.96,-6.2,-5.07,-7.36,-0.12,-5.8,-8.05,-7.35,0.7,7.55
197408,-7.91,-6.32,-6.98,-8.39,-8.74,-6.82,-8.36,-7.9,-6.82,-8.98,-9.35,-8.75,0.6,8.96
197409,-7.65,-9.16,-8.38,-5.25,-11.37,-8.06,-9.07,-11.78,-2.29,-7.04,-11.77,-10.96,0.81,8.06
197410,6.14,7.45,9.5,24.96,6.33,8.16,7.53,19.96,9.86,8.46,16.1,16.61,0.51,7.46
197411,-6.01,-7.26,-4.87,0.2,-6.38,-0.05,-5.81,-1.61,-0.47,-5.12,-4.51,-3.97,0.54,7.47
197412,-7.51,-9.5,-7.37,-3.73,-10.78,-3.64,-9.1,-8.27,-2.6,-7.73,-3.45,-2.75,0.7,7.15
197501,28.75,34.98,27.39,16.67,34.75,34.01,32.18,27.65,22.76,29.03,13.66,14.24,0.58,6.26
197502,4.69,3.39,5.47,5.34,8.21,9.37,5.62,11.84,0.96,5.86,5.56,5.99,0.43,5.5
197503,10.43,10.87,8.02,-0.3,12,7.54,13.32,5.19,-0.6,7.14,2.66,3.07,0.41,5.49
197504,3.77,3.33,5.21,6.69,6.69,6.88,3.02,3.8,0.06,1.65,4.23,4.67,0.44,5.61
197505,6.8,7.61,6.26,13.53,10.97,9.67,6.7,8.65,7.04,7.05,5.19,5.63,0.44,5.23
197506,8.32,8.59,7.79,8.76,8.8,7.26,7.61,5.43,9.53,5.99,4.83,5.24,0.41,5.34
197507,0.77,1.48,-1.04,-2.81,-2.05,-5.74,0.66,-2.52,-3.15,-0.67,-6.59,-6.11,0.48,6.13
197508,-4.4,-6.02,-4.39,-3.17,-6.47,-2.97,-3.76,-7.68,-1.66,-4.94,-2.85,-2.37,0.48,6.44
197509,-1.66,-4.15,-3.56,-4.06,-4.39,-4.41,-3.11,-5.04,-0.93,-4.38,-4.26,-3.73,0.53,6.42
197510,4.26,4.52,0.79,-0.61,0.13,3.59,3.51,1.88,5.05,0.61,5.31,5.87,0.56,5.96
197511,4.06,3.41,1.91,-1.58,1.39,3.53,4.15,2.66,3.21,0.76,2.65,3.06,0.41,5.48
197512,-0.71,-0.89,-0.87,-1.77,-2.54,0.47,-0.57,-0.75,0.67,0.51,-1.6,-1.12,0.48,5.44
197601,19.93,26.04,20.71,14.96,25.01,20.72,18.8,17.01,9.74,16.65,12.16,12.63,0.47,4.87
197602,13.7,15.26,11.83,3.4,14.71,8.02,14.07,7.48,-0.85,10.81,0.32,0.66,0.34,4.88
197603,0.48,2.53,1.9,2.05,3.61,-2.69,2.54,1.9,0.1,2.77,2.33,2.73,0.4,5
197604,-0.85,-1.17,-0.7,2.38,-1.28,0.14,-1.65,-3.51,1.53,-0.16,-1.49,-1.07,0.42,4.86
197605,-4.16,-4.27,-0.77,7.19,-3.17,-3.55,-3.74,-1.81,-1.14,-1.83,-1.34,-0.97,0.37,5.2
197606,1.2,2.63,3.97,3.49,5.86,5.4,0.56,2.57,3.1,2.72,4.05,4.48,0.43,5.41
197607,-0.12,-0.12,0.46,0.62,-1.52,0.1,-1.35,0.8,2.95,0.76,-1.07,-0.6,0.47,5.23
197608,-2.77,-2.62,-1.5,-3.02,-3.33,3.82,-1.58,-1.52,2.88,-1.23,-0.56,-0.14,0.42,5.14
197609,-0.26,1.5,1.65,6.84,1.15,2.62,0.65,2.06,4.02,1.46,2.06,2.5,0.44,5.08
197610,-2.37,-2.93,-2.54,-0.29,-4.15,-0.49,-3.11,-1.1,-0.2,-1.41,-2.42,-2.01,0.41,4.92
197611,2.21,3.74,1.97,3.77,2.86,4.73,2.75,1.06,2.98,2.63,0.36,0.76,0.4,4.75
197612,8.81,10.51,9.27,11.35,12.96,7.34,9.77,9.24,7.04,10.34,5.65,6.05,0.4,4.35
197701,2.97,0.88,3.54,11.82,5.39,4.79,1.83,3.71,2.46,3.6,-4.05,-3.69,0.36,4.62
197702,-0.03,-0.36,0.9,-1.67,0.6,1.6,-0.44,-0.5,-2.73,0.91,-1.95,-1.6,0.35,4.67
197703,0.33,-1.12,1.23,-0.45,1.84,2.25,0.09,0.65,0.32,1.67,-1.37,-0.99,0.38,4.6
197704,1.49,0.46,2.35,3.42,1.53,-0.06,0.22,-1.12,1.67,2.37,0.15,0.53,0.38,4.54
197705,-0.49,-0.5,-0.63,1.82,0.52,-1.23,0.67,0.04,1.39,0.9,-1.46,-1.09,0.37,4.96
197706,4.63,3.29,5.13,8.69,6.05,7.07,4.77,7.14,5.53,5.38,4.71,5.11,0.4,5.02
197707,1.19,0.56,-0.4,-0.8,0.83,3.74,1.33,0.86,1.78,2.26,-1.69,-1.27,0.42,5.19
197708,-0.59,-0.96,-0.74,-3,0.49,0.05,0.54,-0.43,-1.81,0.08,-1.75,-1.31,0.44,5.49
197709,1.1,1.28,-0.18,2.48,0.8,1.39,2.79,4.78,1.51,1.71,-0.27,0.16,0.43,5.81
197710,-1.36,-3.14,-2.77,-5.1,-2.57,-2.42,-1.81,-0.35,-2.26,-2.17,-4.38,-3.89,0.49,6.16
197711,7.11,7.65,7.24,8.61,9.25,8.01,6,8.17,3.53,7.06,4,4.5,0.5,6.1
197712,1.31,0.79,1.63,3.74,3.08,6.14,2,3.92,0.11,2.36,0.27,0.76,0.49,6.07
197801,-0.18,-3.48,-1.74,-3.66,-2.21,-1.67,-1.24,-1.42,-3.21,-0.29,-6.01,-5.52,0.49,6.44
197802,2.17,2.46,2.6,1.25,2.51,2.31,4.45,1.86,0.42,2.55,-1.38,-0.92,0.46,6.45
197803,6.65,6.72,6.67,2.6,9.66,8.36,7.32,8.91,1.64,6.85,2.85,3.38,0.53,6.29
197804,7.01,8.48,9.18,5.74,11.84,9,8.12,10.94,0.31,7.78,7.88,8.42,0.54,6.29
197805,6.95,8.64,7.54,3.58,12.3,5.59,7.32,8.29,0.17,6.17,1.76,2.27,0.51,6.41
197806,0.94,0.13,0.42,-0.29,0.62,-0.49,0.05,0.73,1.02,1.87,-1.69,-1.15,0.54,6.73
197807,2.83,3.57,6.21,4.13,7.61,4.68,3.27,8.94,3.03,5.6,5.11,5.67,0.56,7.01
197808,7.66,13.07,8.72,3.58,17.75,8.3,10.65,9.74,1.63,8.99,3.75,4.31,0.56,7.08
197809,2.64,0.16,-0.78,2.52,0.91,-0.71,-0.06,-0.25,0.13,0.65,-1.43,-0.81,0.62,7.85
197810,-18.21,-20.45,-18.62,-20.65,-24.93,-13.63,-19.2,-22.79,-7.28,-16.34,-11.91,-11.23,0.68,7.99
197811,5.82,3.65,4.55,8.87,8.11,6.96,2.72,7.87,2.26,2.67,2.71,3.41,0.7,8.64
197812,-0.2,-0.83,1.34,2.03,3.99,4.24,0.37,3.32,-0.67,1.72,0.88,1.66,0.78,9.08
197901,8.74,11.1,10.86,7.43,12.03,9.16,9.34,8.97,6.07,8.35,4.23,5,0.77,9.35
197902,-2.11,-2.95,-2.48,2.63,-3.61,-1.1,-3.09,-4.45,-0.85,-1.12,-3.56,-2.83,0.73,9.32
197903,5.84,6.14,9.02,18.13,11.38,8.92,7.39,7.3,2.55,7.52,5.68,6.49,0.81,9.48
197904,2.51,1.86,2.92,4.77,2.82,4.67,2.22,1.1,-0.84,3.18,-0.06,0.74,0.8,9.46
197905,-0.26,-1.17,-1.26,0.17,-1.45,-1.19,-2.44,-1.31,0.57,0.54,-2.21,-1.39,0.82,9.61
197906,1.9,3.55,5.05,19.95,5.03,6.65,2.84,4.46,5.53,6,3.85,4.66,0.81,9.06
197907,0.25,1.92,2.93,0.7,1.82,1.46,2.16,2.89,3.82,2.69,0.82,1.59,0.77,9.24
197908,7.28,5.21,8.27,12.13,9.77,6.54,7.76,7.62,2.48,6.76,5.53,6.3,0.77,9.52
197909,-1.54,-1.66,-1.01,6.61,-0.55,1.59,0.1,1.32,-1.55,-0.28,-0.82,0.01,0.83,10.26
197910,-9.64,-10.1,-10.37,-7.04,-9.26,-8.34,-9.37,-9.27,-6.68,-10.15,-8.1,-7.23,0.87,11.7
197911,4.69,1.2,5.58,17.39,11.1,9.24,3.98,9.77,6.84,6,5.21,6.2,0.99,11.79
197912,4.23,2.79,7.62,15.81,9.94,8.39,5.35,7.15,-0.85,6.24,1.79,2.74,0.95,12.04
198001,7.82,11.28,11.88,19.56,14.76,3.79,5.59,8.25,1.11,9.7,5.51,6.31,0.8,12
198002,-1.22,-1.75,-2.49,8.52,-0.43,-3.11,-1.27,-3.28,-4.06,-0.66,-1.22,-0.33,0.89,12.86
198003,-14.33,-17.45,-16.6,-24.76,-19.62,-11.34,-15.03,-13.64,-6.64,-15.95,-12.9,-11.69,1.21,15.2
198004,4.21,1.39,3.36,7.33,5.6,6.56,3.62,6.22,12.92,5.85,3.97,5.23,1.26,13.2
198005,6.85,8.56,6.2,5.88,6.75,8.77,8.57,10.93,4.92,7.75,5.26,6.07,0.81,8.58
198006,3.87,2.85,3.56,6.58,3.2,2.74,4.17,1.94,4.85,5.16,3.06,3.67,0.61,7.07
198007,7.7,8.25,10.13,6.67,17.59,5.89,8.75,13.17,0.64,8.5,6.49,7.02,0.53,8.06
198008,5.84,7.47,6.26,8.9,13.07,9.11,6.08,8.7,-1.39,5.67,1.8,2.44,0.64,9.13
198009,3.33,6.56,4.78,11.98,6.85,2.09,3.05,6.6,0.08,4.65,2.19,2.94,0.75,10.27
198010,1.79,0.94,3.03,11.38,7.65,3.05,2.24,6.41,1.08,4.77,1.06,2.01,0.95,11.62
